 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 PH2G2C06A    BPM           0        165.852     0         0          0        
 DBPM02       DRIF          0.08998  165.942     0         0          0        
 SH4G2C06A    SEXT          0.2      166.142     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   166.39      0         0          0        
 CH2G2C06A    TRIMD         0.3      166.69      0         0          0        
 GEG2C06A     MARK          0        166.69      0         0          0        
 DH4CG3A      DRIF          0.0315   166.722     0         0          0        
 GSG3C06A     MARK          0        166.722     0         0          0        
 B1G3C06A     DIPOLE        2.62     169.342     0         0          0.10472  
 GEG3C06A     MARK          0        169.342     0         0          0        
 GSG4C06A     MARK          0        169.342     0         0          0        
 DM1AG4A      DRIF          0.501    169.843     0         0          0        
 CM1G4C06A    TRIMD         0.2      170.043     0         0          0        
 DM1BG4A      DRIF          0.274    170.317     0         0          0        
 QM1G4C06A    QUAD          0.25     170.567     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      170.767     0         0          0        
 SM1G4C06A    SEXT          0.2      170.967     0         -24.131    0        
 DFT1         DRIF          0.2332   171.2       0         0          0        
 FM1G4C06A    FTRIM         0.044    171.244     0         0          0        
 DM2BG4A      DRIF          0.2924   171.536     0         0          0        
 PM1G4C06A    BPM           0        171.536     0         0          0        
 DBPM03       DRIF          0.0839   171.62      0         0          0        
 QM2G4C06A    QUAD          0.283    171.903     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   172.087     0         0          0        
 SM2G4C06B    SEXT          0.25     172.337     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   172.52      0         0          0        
 QM2G4C06B    QUAD          0.283    172.803     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   173.307     0         0          0        
 SM1G4C06B    SEXT          0.2      173.507     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  173.769     0         0          0        
 PM1G4C06B    BPM           0        173.769     0         0          0        
 DBPM04       DRIF          0.08774  173.857     0         0          0        
 QM1G4C06B    QUAD          0.25     174.107     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    174.216     0         0          0        
 CM1G4C06B    TRIMD         0.3      174.516     0         0          0        
 GEG4C06B     MARK          0        174.516     0         0          0        
 GSG5C06B     MARK          0        174.516     0         0          0        
 DM1DG5B1     DRIF          0.1      174.616     0         0          0        
 DPWG5B       DRIF          0.2      174.816     0         0          0        
 DM1CG5B1     DRIF          0.266    175.082     0         0          0        
 B1G5C06B     DIPOLE        2.62     177.702     0         0          0.10472  
 GEG5C06B     MARK          0        177.702     0         0          0        
 DL4BG6B      DRIF          0.2178   177.919     0         0          0        
 GSG6C06B     MARK          0        177.919     0         0          0        
 DL4AG6B      DRIF          0.3697   178.289     0         0          0        
 QL3G6C06B    QUAD          0.275    178.564     -1.48928  0          0        
 DBPM05       DRIF          0.07472  178.639     0         0          0        
 PL2G6C06B    BPM           0        178.639     0         0          0        
 DL3CG6B      DRIF          0.08778  178.727     0         0          0        
 SL3G6C06B    SEXT          0.2      178.927     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   179.084     0         0          0        
 CL2G6C06B    TRIMD         0.2      179.284     0         0          0        
 DL3AG6B      DRIF          0.2081   179.492     0         0          0        
 QL2G6C06B    QUAD          0.448    179.94      1.81307   0          0        
 DL2CG6B      DRIF          0.25     180.19      0         0          0        
 SL2G6C06B    SEXT          0.2      180.39      0         25.9682    0        
 DL2BG6B      DRIF          0.13125  180.521     0         0          0        
 CL1G6C06B    TRIMD         0.2      180.721     0         0          0        
 DL2AG6B      DRIF          0.13125  180.853     0         0          0        
 QL1G6C06B    QUAD          0.275    181.128     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   181.202     0         0          0        
 PL1G6C06B    BPM           0        181.202     0         0          0        
 DBPM06       DRIF          0.0877   181.29      0         0          0        
 SL1G6C06B    SEXT          0.2      181.49      0         -1.95754   0        
 GEG6C06B     MARK          0        181.49      0         0          0        
 GSG1C07A     MARK          0        181.49      0         0          0        
 DL0BG1A      DRIF          0.44652  181.937     0         0          0        
 FL1G1C07A    FTRIM         0.044    181.981     0         0          0        
 DFT2         DRIF          0.051    182.032     0         0          0        
 DLDK         DRIF          0.095    182.127     0         0          0        
 DL01G1C07A   DRIF          2.66348  184.79      0         0          0        
 DL05G1C07A   DRIF          2.79768  187.588     0         0          0        
 DLDK         DRIF          0.095    187.683     0         0          0        
 DFT2         DRIF          0.051    187.734     0         0          0        
 FL2G1C07A    FTRIM         0.044    187.778     0         0          0        
 DL0AG1A      DRIF          0.31232  188.09      0         0          0        
 GEG1C07A     MARK          0        188.09      0         0          0        
 GSG2C07A     MARK          0        188.09      0         0          0        
 SL1G2C07A    SEXT          0.2      188.29      0         -1.95754   0        
 DL1AG2A      DRIF          0.09     188.38      0         0          0        
 PL1G2C07A    BPM           0        188.38      0         0          0        
 DBPM07       DRIF          0.0725   188.453     0         0          0        
 QL1G2C07A    QUAD          0.275    188.728     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  188.859     0         0          0        
 CL1G2C07A    TRIMD         0.2      189.059     0         0          0        
 DL2BG2A      DRIF          0.13125  189.19      0         0          0        
 SL2G2C07A    SEXT          0.2      189.39      0         25.9682    0        
 DL2CG2A      DRIF          0.25     189.64      0         0          0        
 QL2G2C07A    QUAD          0.448    190.088     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   190.296     0         0          0        
 CL2G2C07A    TRIMD         0.2      190.496     0         0          0        
 DL3BG2A      DRIF          0.1575   190.654     0         0          0        
 SL3G2C07A    SEXT          0.2      190.854     0         -28.2618   0        
 DL3CG2A      DRIF          0.09008  190.944     0         0          0        
 PL2G2C07A    BPM           0        190.944     0         0          0        
 DBPM08       DRIF          0.07242  191.016     0         0          0        
 QL3G2C07A    QUAD          0.275    191.291     -1.48928  0          0        
 DL4AG2A      DRIF          0.5692   191.86      0         0          0        
 GEG2C07A     MARK          0        191.86      0         0          0        
 DL4BG3A      DRIF          0.0183   191.879     0         0          0        
 GSG3C07A     MARK          0        191.879     0         0          0        
 B1G3C07A     DIPOLE        2.62     194.499     0         0          0.10472  
 GEG3C07A     MARK          0        194.499     0         0          0        
 GSG4C07A     MARK          0        194.499     0         0          0        
 DM1AG4A      DRIF          0.501    195         0         0          0        
 SQMHG4C07A   QUAD          0.1      195.1       0         0          0        
 CM1G4C07A    SQ_TRIM       0        195.1       0         0          0        
 SQMHG4C07A   QUAD          0.1      195.2       0         0          0        
 DM1BG4A      DRIF          0.274    195.474     0         0          0        
 QM1G4C07A    QUAD          0.25     195.724     -0.803148  0          0        
 DM2A2G4A     DRIF          0.2      195.924     0         0          0        
 SM1G4C07A    SEXT          0.2      196.124     0         -24.131    0        
 DFT1         DRIF          0.2332   196.357     0         0          0        
 FM1G4C07A    FTRIM         0.044    196.401     0         0          0        
 DM2B2G4A     DRIF          0.2924   196.693     0         0          0        
 PM1G4C07A    BPM           0        196.693     0         0          0        
 DBPM09       DRIF          0.0839   196.777     0         0          0        
 QM2G4C07A    QUAD          0.283    197.06      1.2223    0          0        
 DM2CG4A      DRIF          0.1835   197.244     0         0          0        
 SM2G4C07B    SEXT          0.25     197.494     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   197.677     0         0          0        
 QM2G4C07B    QUAD          0.283    197.96      1.2223    0          0        
 DM2B2G4B     DRIF          0.5035   198.464     0         0          0        
 SM1G4C07B    SEXT          0.2      198.664     0         -26.0949   0        
 DM2A2G4B     DRIF          0.26226  198.926     0         0          0        
 PM1G4C07B    BPM           0        198.926     0         0          0        
 DBPM10       DRIF          0.08774  199.014     0         0          0        
 QM1G4C07B    QUAD          0.25     199.264     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    199.373     0         0          0        
 CM1G4C07B    TRIMD         0.3      199.673     0         0          0        
 GEG4C07B     MARK          0        199.673     0         0          0        
 GSG5C07B     MARK          0        199.673     0         0          0        
 DM1DG5B2     DRIF          0.1      199.773     0         0          0        
 DPWG5B       DRIF          0.2      199.973     0         0          0        
 DM1CG5B2     DRIF          0.266    200.239     0         0          0        
 B1G5C07B     DIPOLE        2.62     202.859     0         0          0.10472  
 GEG5C07B     MARK          0        202.859     0         0          0        
 DH4CG6B      DRIF          0.21634  203.075     0         0          0        
 GSG6C07B     MARK          0        203.075     0         0          0        
 CH2G6C07B    TRIMD         0.3      203.375     0         0          0        
 DH4BG6B      DRIF          0.06366  203.439     0         0          0        
 SH4G6C07B    SEXT          0.2      203.639     0         -20.4869   0        
 DH4AG6B      DRIF          0.0896   203.728     0         0          0        
 PH2G6C07B    BPM           0        203.728     0         0          0        
 DBPM11       DRIF          0.0729   203.801     0         0          0        
 QH3G6C07B    QUAD          0.275    204.076     -1.70755  0          0        
 DH3BG6B      DRIF          0.1825   204.259     0         0          0        
 SH3G6C07B    SEXT          0.2      204.459     0         -4.1557    0        
 DH3AG6B      DRIF          0.19     204.649     0         0          0        
 QH2G6C07B    QUAD          0.448    205.097     1.47765   0          0        
 DH2BG6B      DRIF          0.4845   205.581     0         0          0        
 CH1G6C07B    TRIMD         0.2      205.781     0         0          0        
 DH2AG6B      DRIF          0.12     205.901     0         0          0        
 QH1G6C07B    QUAD          0.275    206.176     -0.633004  0          0        
 DH1AG6B      DRIF          0.07709  206.253     0         0          0        
 PH1G6C07B    BPM           0        206.253     0         0          0        
 DBPM12       DRIF          0.08541  206.339     0         0          0        
 SH1G6C07B    SEXT          0.2      206.539     0         24.1977    0        
 GEG6C07B     MARK          0        206.539     0         0          0        
 GSG1C08A     MARK          0        206.539     0         0          0        
 DH2G1A       DRIF          0.4409   206.98      0         0          0        
 FH1G1C08A    FTRIM         0.044    207.024     0         0          0        
 DH01G1C08A   DRIF          0.50285  207.527     0         0          0        
 PU1G1C08A    BPM           0        207.527     0         0          0        
 DH02G1C08A   DRIF          0.07175  207.598     0         0          0        
 CU1XG1C08ID1  TRIMX         0        207.598     0         0          0        
 CU1YG1C08ID1  TRIMY         0        207.598     0         0          0        
 IDC08H1      DRIF          3.4      210.998     0         0          0        
 CU2XG1C08ID1  TRIMX         0        210.998     0         0          0        
 CU2YG1C08ID1  TRIMY         0        210.998     0         0          0        
 DH04G1C08A   DRIF          0.1905   211.189     0         0          0        
 DH05G1C08A   DRIF          0.1905   211.379     0         0          0        
 CU1XG1C08ID2  TRIMX         0        211.379     0         0          0        
 CU1YG1C08ID2  TRIMY         0        211.379     0         0          0        
 IDC08H2      DRIF          3.4      214.779     0         0          0        
 CU2XG1C08ID2  TRIMX         0        214.779     0         0          0        
 CU2YG1C08ID2  TRIMY         0        214.779     0         0          0        
 DH07G1C08A   DRIF          0.0872   214.866     0         0          0        
 PU4G1C08A    BPM           0        214.866     0         0          0        
 DH08G1C08A   DRIF          0.61609  215.483     0         0          0        
 FH2G1C08A    FTRIM         0.044    215.527     0         0          0        
 DH1G1A       DRIF          0.31221  215.839     0         0          0        
 GEG1C08A     MARK          0        215.839     0         0          0        
 GSG2C08A     MARK          0        215.839     0         0          0        
 SH1G2C08A    SEXT          0.2      216.039     0         24.1977    0        
 DH1AG2A      DRIF          0.085    216.124     0         0          0        
 PH1G2C08A    BPM           0        216.124     0         0          0        
 DBPM01       DRIF          0.0775   216.201     0         0          0        
 QH1G2C08A    QUAD          0.275    216.476     -0.633004  0          0        
 DH2AG2A      DRIF          0.145    216.621     0         0          0        
 SQHHG2C08A   QUAD          0.1      216.721     0         0          0        
 CH1G2C08A    SQ_TRIM       0        216.721     0         0          0        
 SQHHG2C08A   QUAD          0.1      216.821     0         0          0        
 DH2BG2A      DRIF          0.4595   217.281     0         0          0        
 QH2G2C08A    QUAD          0.448    217.729     1.47765   0          0        
 DH3AG2A      DRIF          0.19     217.919     0         0          0        
 SH3G2C08A    SEXT          0.2      218.119     0         -4.1557    0        
 DH3BG2A      DRIF          0.1825   218.301     0         0          0        
 QH3G2C08A    QUAD          0.275    218.576     -1.70755  0          0        
 DH4AG2A      DRIF          0.07252  218.649     0         0          0        
 PH2G2C08A    BPM           0        218.649     0         0          0        
 DBPM02       DRIF          0.08998  218.739     0         0          0        
 SH4G2C08A    SEXT          0.2      218.939     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   219.187     0         0          0        
 CH2G2C08A    TRIMD         0.3      219.487     0         0          0        
 GEG2C08A     MARK          0        219.487     0         0          0        
 DH4CG3A      DRIF          0.0315   219.519     0         0          0        
 GSG3C08A     MARK          0        219.519     0         0          0        
 B1G3C08A     DIPOLE        2.62     222.139     0         0          0.10472  
 GEG3C08A     MARK          0        222.139     0         0          0        
 GSG4C08A     MARK          0        222.139     0         0          0        
 DM1AG4A      DRIF          0.501    222.64      0         0          0        
 CM1G4C08A    TRIMD         0.2      222.84      0         0          0        
 DM1BG4A      DRIF          0.274    223.114     0         0          0        
 QM1G4C08A    QUAD          0.25     223.364     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      223.564     0         0          0        
 SM1G4C08A    SEXT          0.2      223.764     0         -24.131    0        
 DFT1         DRIF          0.2332   223.997     0         0          0        
 FM1G4C08A    FTRIM         0.044    224.041     0         0          0        
 DM2BG4A      DRIF          0.2924   224.333     0         0          0        
 PM1G4C08A    BPM           0        224.333     0         0          0        
 DBPM03       DRIF          0.0839   224.417     0         0          0        
 QM2G4C08A    QUAD          0.283    224.7       1.2223    0          0        
 DM2CG4A      DRIF          0.1835   224.884     0         0          0        
 SM2G4C08B    SEXT          0.25     225.134     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   225.317     0         0          0        
 QM2G4C08B    QUAD          0.283    225.6       1.2223    0          0        
 DM2BG4B      DRIF          0.5035   226.104     0         0          0        
 SM1G4C08B    SEXT          0.2      226.304     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  226.566     0         0          0        
 PM1G4C08B    BPM           0        226.566     0         0          0        
 DBPM04       DRIF          0.08774  226.654     0         0          0        
 QM1G4C08B    QUAD          0.25     226.904     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    227.013     0         0          0        
 CM1G4C08B    TRIMD         0.3      227.313     0         0          0        
 GEG4C08B     MARK          0        227.313     0         0          0        
 GSG5C08B     MARK          0        227.313     0         0          0        
 DM1DG5B1     DRIF          0.1      227.413     0         0          0        
 DPWG5B       DRIF          0.2      227.613     0         0          0        
 DM1CG5B1     DRIF          0.266    227.879     0         0          0        
 B1G5C08B     DIPOLE        2.62     230.499     0         0          0.10472  
 GEG5C08B     MARK          0        230.499     0         0          0        
 DL4BG6B      DRIF          0.2178   230.717     0         0          0        
 GSG6C08B     MARK          0        230.717     0         0          0        
 DL4AG6B      DRIF          0.3697   231.086     0         0          0        
 QL3G6C08B    QUAD          0.275    231.361     -1.48928  0          0        
 DBPM05       DRIF          0.07472  231.436     0         0          0        
 PL2G6C08B    BPM           0        231.436     0         0          0        
 DL3CG6B      DRIF          0.08778  231.524     0         0          0        
 SL3G6C08B    SEXT          0.2      231.724     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   231.881     0         0          0        
 CL2G6C08B    TRIMD         0.2      232.081     0         0          0        
 DL3AG6B      DRIF          0.2081   232.289     0         0          0        
 QL2G6C08B    QUAD          0.448    232.737     1.81307   0          0        
 DL2CG6B      DRIF          0.25     232.987     0         0          0        
 SL2G6C08B    SEXT          0.2      233.187     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  233.319     0         0          0        
 CL1G6C08B    TRIMD         0.2      233.519     0         0          0        
 DL2AG6B      DRIF          0.13125  233.65      0         0          0        
 QL1G6C08B    QUAD          0.275    233.925     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   234         0         0          0        
 PL1G6C08B    BPM           0        234         0         0          0        
 DBPM06       DRIF          0.0877   234.087     0         0          0        
 SL1G6C08B    SEXT          0.2      234.287     0         -1.95754   0        
 GEG6C08B     MARK          0        234.287     0         0          0        
 GSG1C09A     MARK          0        234.287     0         0          0        
 DL0BG1A      DRIF          0.44652  234.734     0         0          0        
 FL1G1C09A    FTRIM         0.044    234.778     0         0          0        
 DFT2         DRIF          0.051    234.829     0         0          0        
 DLDK         DRIF          0.095    234.924     0         0          0        
 DL01G1C09A   DRIF          2.66348  237.587     0         0          0        
 DL05G1C09A   DRIF          2.79768  240.385     0         0          0        
 DLDK         DRIF          0.095    240.48      0         0          0        
 DFT2         DRIF          0.051    240.531     0         0          0        
 FL2G1C09A    FTRIM         0.044    240.575     0         0          0        
 DL0AG1A      DRIF          0.31232  240.887     0         0          0        
 GEG1C09A     MARK          0        240.887     0         0          0        
 GSG2C09A     MARK          0        240.887     0         0          0        
 SL1G2C09A    SEXT          0.2      241.087     0         -1.95754   0        
 DL1AG2A      DRIF          0.09     241.177     0         0          0        
 PL1G2C09A    BPM           0        241.177     0         0          0        
 DBPM07       DRIF          0.0725   241.25      0         0          0        
 QL1G2C09A    QUAD          0.275    241.525     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  241.656     0         0          0        
 CL1G2C09A    TRIMD         0.2      241.856     0         0          0        
 DL2BG2A      DRIF          0.13125  241.987     0         0          0        
 SL2G2C09A    SEXT          0.2      242.187     0         25.9682    0        
 DL2CG2A      DRIF          0.25     242.437     0         0          0        
 QL2G2C09A    QUAD          0.448    242.885     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   243.093     0         0          0        
 CL2G2C09A    TRIMD         0.2      243.293     0         0          0        
 DL3BG2A      DRIF          0.1575   243.451     0         0          0        
 SL3G2C09A    SEXT          0.2      243.651     0         -28.2618   0        
 DL3CG2A      DRIF          0.09008  243.741     0         0          0        
 PL2G2C09A    BPM           0        243.741     0         0          0        
 DBPM08       DRIF          0.07242  243.813     0         0          0        
 QL3G2C09A    QUAD          0.275    244.088     -1.48928  0          0        
 DL4AG2A      DRIF          0.5692   244.658     0         0          0        
 GEG2C09A     MARK          0        244.658     0         0          0        
 DL4BG3A      DRIF          0.0183   244.676     0         0          0        
 GSG3C09A     MARK          0        244.676     0         0          0        
 B1G3C09A     DIPOLE        2.62     247.296     0         0          0.10472  
 GEG3C09A     MARK          0        247.296     0         0          0        
 GSG4C09A     MARK          0        247.296     0         0          0        
 DM1AG4A      DRIF          0.501    247.797     0         0          0        
 SQMHG4C09A   QUAD          0.1      247.897     0         0          0        
 CM1G4C09A    SQ_TRIM       0        247.897     0         0          0        
 SQMHG4C09A   QUAD          0.1      247.997     0         0          0        
 DM1BG4A      DRIF          0.274    248.271     0         0          0        
 QM1G4C09A    QUAD          0.25     248.521     -0.803148  0          0        
 DM2A2G4A     DRIF          0.2      248.721     0         0          0        
 SM1G4C09A    SEXT          0.2      248.921     0         -24.131    0        
 DFT1         DRIF          0.2332   249.154     0         0          0        
 FM1G4C09A    FTRIM         0.044    249.198     0         0          0        
 DM2B2G4A     DRIF          0.2924   249.491     0         0          0        
 PM1G4C09A    BPM           0        249.491     0         0          0        
 DBPM09       DRIF          0.0839   249.574     0         0          0        
 QM2G4C09A    QUAD          0.283    249.857     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   250.041     0         0          0        
 SM2G4C09B    SEXT          0.25     250.291     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   250.474     0         0          0        
 QM2G4C09B    QUAD          0.283    250.757     1.2223    0          0        
 DM2B2G4B     DRIF          0.5035   251.261     0         0          0        
 SM1G4C09B    SEXT          0.2      251.461     0         -26.0949   0        
 DM2A2G4B     DRIF          0.26226  251.723     0         0          0        
 PM1G4C09B    BPM           0        251.723     0         0          0        
 DBPM10       DRIF          0.08774  251.811     0         0          0        
 QM1G4C09B    QUAD          0.25     252.061     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    252.17      0         0          0        
 CM1G4C09B    TRIMD         0.3      252.47      0         0          0        
 GEG4C09B     MARK          0        252.47      0         0          0        
 GSG5C09B     MARK          0        252.47      0         0          0        
 DM1DG5B2     DRIF          0.1      252.57      0         0          0        
 DPWG5B       DRIF          0.2      252.77      0         0          0        
 DM1CG5B2     DRIF          0.266    253.036     0         0          0        
 B1G5C09B     DIPOLE        2.62     255.656     0         0          0.10472  
 GEG5C09B     MARK          0        255.656     0         0          0        
 DH4CG6B      DRIF          0.21634  255.872     0         0          0        
 GSG6C09B     MARK          0        255.872     0         0          0        
 CH2G6C09B    TRIMD         0.3      256.172     0         0          0        
 DH4BG6B      DRIF          0.06366  256.236     0         0          0        
 SH4G6C09B    SEXT          0.2      256.436     0         -20.4869   0        
 DH4AG6B      DRIF          0.0896   256.526     0         0          0        
 PH2G6C09B    BPM           0        256.526     0         0          0        
 DBPM11       DRIF          0.0729   256.598     0         0          0        
 QH3G6C09B    QUAD          0.275    256.873     -1.70755  0          0        
 DH3BG6B      DRIF          0.1825   257.056     0         0          0        
 SH3G6C09B    SEXT          0.2      257.256     0         -4.1557    0        
 DH3AG6B      DRIF          0.19     257.446     0         0          0        
 QH2G6C09B    QUAD          0.448    257.894     1.47765   0          0        
 DH2BG6B      DRIF          0.4845   258.378     0         0          0        
 CH1G6C09B    TRIMD         0.2      258.578     0         0          0        
 DH2AG6B      DRIF          0.12     258.698     0         0          0        
 QH1G6C09B    QUAD          0.275    258.973     -0.633004  0          0        
 DH1AG6B      DRIF          0.07709  259.051     0         0          0        
 PH1G6C09B    BPM           0        259.051     0         0          0        
 DBPM12       DRIF          0.08541  259.136     0         0          0        
 SH1G6C09B    SEXT          0.2      259.336     0         24.1977    0        
 GEG6C09B     MARK          0        259.336     0         0          0        
 GSG1C10A     MARK          0        259.336     0         0          0        
 DH2G1A       DRIF          0.4409   259.777     0         0          0        
 FH1G1C10A    FTRIM         0.044    259.821     0         0          0        
 DH01G1C10A   DRIF          0.26632  260.087     0         0          0        
 PU1G1C10A    BPM           0        260.087     0         0          0        
 DH02G1C10A   DRIF          2.39878  262.486     0         0          0        
 CU1XG1C10ID1  TRIMX         0        262.486     0         0          0        
 CU1YG1C10ID1  TRIMY         0        262.486     0         0          0        
 IDC10H1      DRIF          1.5      263.986     0         0          0        
 IDC10H2      DRIF          1.5      265.486     0         0          0        
 CU2XG1C10ID2  TRIMX         0        265.486     0         0          0        
 CU2YG1C10ID2  TRIMY         0        265.486     0         0          0        
 DH07G1C10A   DRIF          2.52858  268.015     0         0          0        
 PU4G1C10A    BPM           0        268.015     0         0          0        
 DH08G1C10A   DRIF          0.26521  268.28      0         0          0        
 FH2G1C10A    FTRIM         0.044    268.324     0         0          0        
 DH1G1A       DRIF          0.31221  268.636     0         0          0        
 GEG1C10A     MARK          0        268.636     0         0          0        
 GSG2C10A     MARK          0        268.636     0         0          0        
 SH1G2C10A    SEXT          0.2      268.836     0         24.1977    0        
 DH1AG2A      DRIF          0.085    268.921     0         0          0        
 PH1G2C10A    BPM           0        268.921     0         0          0        
 DBPM01       DRIF          0.0775   268.998     0         0          0        
 QH1G2C10A    QUAD          0.275    269.273     -0.633004  0          0        
 DH2AG2A      DRIF          0.145    269.418     0         0          0        
 SQHHG2C10A   QUAD          0.1      269.518     0         0          0        
 CH1G2C10A    SQ_TRIM       0        269.518     0         0          0        
 SQHHG2C10A   QUAD          0.1      269.618     0         0          0        
 DH2BG2A      DRIF          0.4595   270.078     0         0          0        
 QH2G2C10A    QUAD          0.448    270.526     1.47765   0          0        
 DH3AG2A      DRIF          0.19     270.716     0         0          0        
 SH3G2C10A    SEXT          0.2      270.916     0         -4.1557    0        
 DH3BG2A      DRIF          0.1825   271.098     0         0          0        
 QH3G2C10A    QUAD          0.275    271.373     -1.70755  0          0        
 DH4AG2A      DRIF          0.07252  271.446     0         0          0        
 PH2G2C10A    BPM           0        271.446     0         0          0        
 DBPM02       DRIF          0.08998  271.536     0         0          0        
 SH4G2C10A    SEXT          0.2      271.736     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   271.984     0         0          0        
 CH2G2C10A    TRIMD         0.3      272.284     0         0          0        
 GEG2C10A     MARK          0        272.284     0         0          0        
 DH4CG3A      DRIF          0.0315   272.316     0         0          0        
 GSG3C10A     MARK          0        272.316     0         0          0        
 B1G3C10A     DIPOLE        2.62     274.936     0         0          0.10472  
 GEG3C10A     MARK          0        274.936     0         0          0        
 GSG4C10A     MARK          0        274.936     0         0          0        
 DM1AG4A      DRIF          0.501    275.437     0         0          0        
 CM1G4C10A    TRIMD         0.2      275.637     0         0          0        
 DM1BG4A      DRIF          0.274    275.911     0         0          0        
 QM1G4C10A    QUAD          0.25     276.161     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      276.361     0         0          0        
 SM1G4C10A    SEXT          0.2      276.561     0         -24.131    0        
 DFT1         DRIF          0.2332   276.794     0         0          0        
 FM1G4C10A    FTRIM         0.044    276.838     0         0          0        
 DM2BG4A      DRIF          0.2924   277.131     0         0          0        
 PM1G4C10A    BPM           0        277.131     0         0          0        
 DBPM03       DRIF          0.0839   277.214     0         0          0        
 QM2G4C10A    QUAD          0.283    277.497     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   277.681     0         0          0        
 SM2G4C10B    SEXT          0.25     277.931     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   278.114     0         0          0        
 QM2G4C10B    QUAD          0.283    278.397     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   278.901     0         0          0        
 SM1G4C10B    SEXT          0.2      279.101     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  279.363     0         0          0        
 PM1G4C10B    BPM           0        279.363     0         0          0        
 DBPM04       DRIF          0.08774  279.451     0         0          0        
 QM1G4C10B    QUAD          0.25     279.701     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    279.81      0         0          0        
 CM1G4C10B    TRIMD         0.3      280.11      0         0          0        
 GEG4C10B     MARK          0        280.11      0         0          0        
 GSG5C10B     MARK          0        280.11      0         0          0        
 DM1DG5B1     DRIF          0.1      280.21      0         0          0        
 DPWG5B       DRIF          0.2      280.41      0         0          0        
 DM1CG5B1     DRIF          0.266    280.676     0         0          0        
 B1G5C10B     DIPOLE        2.62     283.296     0         0          0.10472  
 GEG5C10B     MARK          0        283.296     0         0          0        
 DL4BG6B      DRIF          0.2178   283.514     0         0          0        
 GSG6C10B     MARK          0        283.514     0         0          0        
 DL4AG6B      DRIF          0.3697   283.883     0         0          0        
 QL3G6C10B    QUAD          0.275    284.158     -1.48928  0          0        
 DBPM05       DRIF          0.07472  284.233     0         0          0        
 PL2G6C10B    BPM           0        284.233     0         0          0        
 DL3CG6B      DRIF          0.08778  284.321     0         0          0        
 SL3G6C10B    SEXT          0.2      284.521     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   284.678     0         0          0        
 CL2G6C10B    TRIMD         0.2      284.878     0         0          0        
 DL3AG6B      DRIF          0.2081   285.087     0         0          0        
 QL2G6C10B    QUAD          0.448    285.535     1.81307   0          0        
 DL2CG6B      DRIF          0.25     285.785     0         0          0        
 SL2G6C10B    SEXT          0.2      285.985     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  286.116     0         0          0        
 CL1G6C10B    TRIMD         0.2      286.316     0         0          0        
 DL2AG6B      DRIF          0.13125  286.447     0         0          0        
 QL1G6C10B    QUAD          0.275    286.722     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   286.797     0         0          0        
 PL1G6C10B    BPM           0        286.797     0         0          0        
 DBPM06       DRIF          0.0877   286.885     0         0          0        
 SL1G6C10B    SEXT          0.2      287.085     0         -1.95754   0        
 GEG6C10B     MARK          0        287.085     0         0          0        
 GSG1C11A     MARK          0        287.085     0         0          0        
 DL0BG1A      DRIF          0.44652  287.531     0         0          0        
 FL1G1C11A    FTRIM         0.044    287.575     0         0          0        
 DFT2         DRIF          0.051    287.626     0         0          0        
 DLDK         DRIF          0.095    287.721     0         0          0        
 DL01G1C11A   DRIF          0.1207   287.842     0         0          0        
 PU1G1C11A    BPM           0        287.842     0         0          0        
