   0.00000000E+00  0.16684087E-02
  0.20000000E+00  0.16984558E-02
  0.40000001E+00  0.16688718E-02
  0.55000001E+00  0.16241339E-02
  0.76999998E+00  0.15594643E-02
  0.76999998E+00  0.15594643E-02
  0.11156499E+01  0.14606178E-02
  0.14612999E+01  0.13651056E-02
  0.18069500E+01  0.12736785E-02
  0.21525998E+01  0.11872799E-02
  0.24982500E+01  0.11070881E-02
  0.28439000E+01  0.10345477E-02
  0.31895499E+01  0.97137387E-03
  0.34095500E+01  0.93692244E-03
  0.35595500E+01  0.91632374E-03
  0.37595501E+01  0.91312459E-03
  0.39595499E+01  0.95560920E-03
  0.41095500E+01  0.10058758E-02
  0.41095500E+01  0.10058758E-02
  0.41095500E+01  0.10058758E-02
  0.43295498E+01  0.10830793E-02
  0.43295498E+01  0.10830793E-02
  0.45510998E+01  0.11642601E-02
  0.45510998E+01  0.11642601E-02
  0.49111004E+01  0.12986712E-02
  0.52711010E+01  0.14383545E-02
  0.56311011E+01  0.15819131E-02
  0.59911017E+01  0.17283822E-02
  0.63511024E+01  0.18770798E-02
  0.67111030E+01  0.20275170E-02
  0.67111030E+01  0.20275170E-02
  0.69151030E+01  0.21104834E-02
  0.71191030E+01  0.21938891E-02
  0.73191032E+01  0.22362373E-02
  0.75191031E+01  0.21994524E-02
  0.76691031E+01  0.21422410E-02
  0.76691031E+01  0.21422410E-02
  0.78891029E+01  0.20588108E-02
  0.78891029E+01  0.20588108E-02
  0.82347527E+01  0.18962636E-02
  0.85804033E+01  0.17345320E-02
  0.89260530E+01  0.15738679E-02
  0.92717028E+01  0.14146343E-02
  0.96173525E+01  0.12573753E-02
  0.99630032E+01  0.11029355E-02
  0.10308653E+02  0.95268746E-03
  0.10308653E+02  0.95268746E-03
  0.10528653E+02  0.86024811E-03
  0.10528653E+02  0.86024811E-03
  0.10678653E+02  0.79918373E-03
  0.10878653E+02  0.73741336E-03
  0.11078653E+02  0.71326410E-03
  0.11282654E+02  0.70900994E-03
  0.11486653E+02  0.70987514E-03
  0.11486653E+02  0.70987514E-03
  0.11846654E+02  0.72087522E-03
  0.12206655E+02  0.74690313E-03
  0.12566655E+02  0.78646850E-03
  0.12926655E+02  0.83765481E-03
  0.13286655E+02  0.89847867E-03
  0.13646656E+02  0.96712314E-03
  0.13646656E+02  0.96712314E-03
  0.13868206E+02  0.10110108E-02
  0.13868206E+02  0.10110108E-02
  0.14088205E+02  0.10190534E-02
  0.14088205E+02  0.10190534E-02
  0.14088205E+02  0.10190534E-02
  0.14238206E+02  0.10275119E-02
  0.14438206E+02  0.10239552E-02
  0.14638206E+02  0.98809379E-03
  0.14842205E+02  0.93777018E-03
  0.15046206E+02  0.89290517E-03
  0.15046206E+02  0.89290517E-03
  0.15406206E+02  0.82659587E-03
  0.15766207E+02  0.78461127E-03
  0.16126207E+02  0.77093579E-03
  0.16486208E+02  0.78704656E-03
  0.16846209E+02  0.83121343E-03
  0.17206209E+02  0.89931168E-03
  0.17206209E+02  0.89931168E-03
  0.17427759E+02  0.94939017E-03
  0.17427759E+02  0.94939017E-03
  0.17647758E+02  0.10053046E-02
  0.17647758E+02  0.10053046E-02
  0.17647758E+02  0.10053046E-02
  0.17797758E+02  0.10464598E-02
  0.17997759E+02  0.11286719E-02
  0.18197760E+02  0.12649002E-02
  0.18401760E+02  0.14341659E-02
  0.18605759E+02  0.16051383E-02
  0.18605759E+02  0.16051383E-02
  0.18965759E+02  0.19055990E-02
  0.19325760E+02  0.22084531E-02
  0.19685760E+02  0.25128343E-02
  0.20045761E+02  0.28182489E-02
  0.20405762E+02  0.31243921E-02
  0.20765762E+02  0.34310718E-02
  0.20765762E+02  0.34310718E-02
  0.20987312E+02  0.36149088E-02
