1.522	705.710328	401.279785	73.7723814	76.4491489	222.012616	170.672521
1.525	707.240674	402.127713	73.9268501	76.6088407	222.488463	171.030384
1.528	708.770205	402.975251	74.0812853	76.7685193	222.964165	171.388172
1.531	710.298956	403.822405	74.2356876	76.9281854	223.439723	171.745887
1.534	711.826963	404.669183	74.3900575	77.0878395	223.915139	172.10353
1.537	713.35426	405.515591	74.5443955	77.2474821	224.390417	172.461101
1.54	714.880883	406.361635	74.698702	77.4071138	224.865558	172.818601
1.543	716.406864	407.207321	74.8529776	77.5667351	225.340564	173.17603
1.546	717.932237	408.052656	75.0072228	77.7263466	225.815437	173.53339
1.549	719.457034	408.897645	75.161438	77.8859488	226.29018	173.89068
1.552	720.981289	409.742296	75.3156237	78.0455422	226.764793	174.247903
1.555	722.505032	410.586613	75.4697805	78.2051275	227.23928	174.605058
1.558	724.028296	411.430602	75.6239088	78.3647051	227.713642	174.962146
1.561	725.551111	412.27427	75.7780091	78.5242756	228.187882	175.319169
1.564	727.073508	413.117622	75.9320818	78.6838396	228.662	175.676125
1.567	728.595517	413.960664	76.0861274	78.8433975	229.136	176.033018
1.57	730.117168	414.803401	76.2401464	79.0029499	229.609883	176.389846
1.573	731.63849	415.645839	76.3941392	79.1624973	230.083651	176.746611
1.576	733.159513	416.487984	76.5481063	79.3220403	230.557305	177.103314
1.579	734.680265	417.32984	76.7020482	79.4815794	231.030848	177.459954
1.582	736.200775	418.171413	76.8559652	79.6411151	231.504282	177.816533
1.585	737.721071	419.012708	77.0098579	79.8006479	231.977609	178.173052
1.588	739.241181	419.853731	77.1637267	79.9601785	232.450829	178.529511
1.591	740.761132	420.694487	77.317572	80.1197072	232.923945	178.885911
1.594	742.280952	421.53498	77.4713942	80.2792347	233.39696	179.242252
1.597	743.800668	422.375215	77.6251938	80.4387614	233.869874	179.598535
1.6	745.320306	423.215198	77.7789712	80.5982879	234.342689	179.954761
1.603	746.839892	424.054934	77.9327269	80.7578148	234.815407	180.310931
1.606	748.359454	424.894426	78.0864612	80.9173424	235.28803	180.667044
1.609	749.879018	425.733681	78.2401746	81.0768714	235.76056	181.023102
1.612	751.398608	426.572702	78.3938674	81.2364022	236.232997	181.379106
1.615	752.918251	427.411495	78.5475402	81.3959355	236.705345	181.735055
1.618	754.437972	428.250063	78.7011933	81.5554716	237.177604	182.090951
1.621	755.957797	429.088412	78.8548271	81.7150112	237.649777	182.446794
1.624	757.477749	429.926546	79.0084421	81.8745547	238.121864	182.802585
1.627	758.997855	430.764469	79.1620386	82.0341026	238.593868	183.158325
1.63	760.518139	431.602185	79.315617	82.1936556	239.06579	183.514013
1.633	762.038625	432.4397	79.4691777	82.353214	239.537632	183.869652
1.636	763.559339	433.277016	79.6227211	82.5127784	240.009395	184.22524
1.639	765.080303	434.11414	79.7762477	82.6723493	240.481081	184.580779
1.642	766.601542	434.951074	79.9297577	82.8319272	240.952692	184.93627
1.645	768.123081	435.787822	80.0832516	82.9915127	241.424228	185.291713
1.648	769.644942	436.62439	80.2367298	83.1511062	241.895692	185.647109
1.651	771.167151	437.46078	80.3901926	83.3107083	242.367086	186.002458
1.654	772.68973	438.296998	80.5436404	83.4703194	242.838409	186.35776
1.657	774.212703	439.133046	80.6970735	83.6299401	243.309665	186.713017
1.66	775.736093	439.968929	80.8504925	83.7895709	243.780855	187.068229
1.663	777.259924	440.80465	81.0038975	83.9492123	244.251979	187.423397
1.666	778.78422	441.640214	81.1572891	84.1088649	244.72304	187.778521
1.669	780.309003	442.475624	81.3106675	84.268529	245.194039	188.133601
1.672	781.834296	443.310884	81.4640331	84.4282053	245.664978	188.488639
1.675	783.360123	444.145998	81.6173863	84.5878942	246.135857	188.843635
1.678	784.886507	444.980969	81.7707274	84.7475962	246.606679	189.198589
1.681	786.413471	445.815801	81.9240568	84.9073119	247.077444	189.553502
1.684	787.941038	446.650497	82.0773749	85.0670418	247.548155	189.908374
1.687	789.46923	447.485061	82.2306819	85.2267863	248.018812	190.263207
1.69	790.998072	448.319497	82.3839782	85.386546	248.489417	190.618
1.693	792.527584	449.153808	82.5372643	85.5463214	248.959971	190.972754
1.696	794.057792	449.987997	82.6905403	85.706113	249.430476	191.32747
1.699	795.588716	450.822068	82.8438067	85.8659213	249.900933	191.682148
1.702	797.120382	451.656024	82.9970638	86.0257468	250.371343	192.036789
1.705	798.65281	452.489869	83.150312	86.18559	250.841708	192.391393
1.708	800.186024	453.323606	83.3035515	86.3454515	251.312029	192.745961
1.711	801.720048	454.157237	83.4567827	86.5053316	251.782307	193.100493
1.714	803.254904	454.990767	83.6100059	86.665231	252.252543	193.45499
1.717	804.790615	455.824198	83.7632215	86.8251502	252.72274	193.809452
1.72	806.327204	456.657534	83.9164297	86.9850896	253.192898	194.163881
1.723	807.864694	457.490777	84.069631	87.1450498	253.663018	194.518275
1.726	809.403108	458.323932	84.2228256	87.3050313	254.133102	194.872637
1.729	810.94247	459.157	84.3760139	87.4650346	254.603151	195.226966
1.732	812.482803	459.989986	84.5291961	87.6250601	255.073166	195.581263
1.735	814.02413	460.822891	84.6823726	87.7851085	255.543148	195.935528
1.738	815.566474	461.655719	84.8355437	87.9451802	256.0131	196.289762
1.741	817.109859	462.488473	84.9887096	88.1052757	256.483021	196.643966
1.744	818.654308	463.321156	85.1418709	88.2653955	256.952913	196.998139
1.747	820.199845	464.153771	85.2950276	88.4255402	257.422777	197.352283
1.75	821.746495	464.98632	85.4481802	88.5857103	257.892616	197.706398
1.753	823.294279	465.818807	85.6013289	88.7459062	258.362428	198.060484
1.756	824.843224	466.651234	85.754474	88.9061286	258.832217	198.414542
1.759	826.393351	467.483604	85.9076159	89.0663778	259.301983	198.768572
1.762	827.944687	468.31592	86.0607548	89.2266545	259.771727	199.122575
1.765	829.497255	469.148184	86.2138911	89.386959	260.24145	199.476552
1.768	831.051079	469.9804	86.367025	89.5472921	260.711154	199.830502
1.771	832.606184	470.812569	86.5201569	89.7076541	261.18084	200.184426
