
MAP      1, NO =     6, NV =     6, INA =     1
**************************************************

    I  COEFFICIENT               ORDER   EXPONENTS
      NO =     6      NV =     6
    1  -2.72723374323918299E-01  1  0  0  0  0  0
    1   7.46768029751440032E+00  0  1  0  0  0  0
    1   1.50711263739551366E-03  0  0  0  0  1  0
    2  -7.40424391388992742E+00  2  0  0  0  0  0
    2   3.92902900757946867E+01  1  1  0  0  0  0
    2  -3.67411347997147741E+00  1  0  0  0  1  0
    2   2.01716332048323068E+02  0  2  0  0  0  0
    2  -6.69466010877183919E+01  0  1  0  0  1  0
    2   3.54521738407443792E+01  0  0  2  0  0  0
    2   5.32732865935397655E+01  0  0  1  1  0  0
    2   8.90196279923169641E+02  0  0  0  2  0  0
    2  -7.68577599701837366E-01  0  0  0  0  2  0
    3  -2.21536002833720522E+03  3  0  0  0  0  0
    3  -6.02679138885774773E+03  2  1  0  0  0  0
    3  -3.25640814754455675E+02  2  0  0  0  1  0
    3  -1.79423048213934206E+05  1  2  0  0  0  0
    3  -3.05244702494593821E+03  1  1  0  0  1  0
    3  -8.55917855406639865E+03  1  0  2  0  0  0
    3   7.40263183818144535E+03  1  0  1  1  0  0
    3  -5.50054775060062384E+04  1  0  0  2  0  0
    3   2.91657078903749039E+01  1  0  0  0  2  0
    3  -3.74108984689618926E+05  0  3  0  0  0  0
    3  -1.63152735658727033E+04  0  2  0  0  1  0
    3  -3.04922127142416502E+03  0  1  2  0  0  0
    3  -2.09726357347950921E+05  0  1  1  1  0  0
    3   8.16350044466924737E+04  0  1  0  2  0  0
    3   1.56142488896871100E+02  0  1  0  0  2  0
    3  -6.91685350820594067E+02  0  0  2  0  1  0
    3   8.26237086718841056E+02  0  0  1  1  1  0
    3   1.83236684926038788E+03  0  0  0  2  1  0
    3   5.45117301587927727E+00  0  0  0  0  3  0
    4   1.08496632005452964E+05  4  0  0  0  0  0
    4  -5.79767242890149704E+05  3  1  0  0  0  0
    4   1.30669241593544211E+05  3  0  0  0  1  0
    4  -6.27017325997146312E+06  2  2  0  0  0  0
    4   3.16825443476406741E+05  2  1  0  0  1  0
    4   4.51073440214006987E+05  2  0  2  0  0  0
    4  -1.43682621958901896E+06  2  0  1  1  0  0
    4   7.12514485562150553E+06  2  0  0  2  0  0
    4  -7.32789791573340517E+03  2  0  0  0  2  0
    4  -4.41878202447228953E+07  1  3  0  0  0  0
    4   8.36659880913331732E+06  1  2  0  0  1  0
    4   6.60703756127065164E+05  1  1  2  0  0  0
    4   3.70510837782117538E+06  1  1  1  1  0  0
    4  -6.63303164612692520E+07  1  1  0  2  0  0
